TIMESTAMP,SET.Close,SET50.Close 2,SET100.Close 3,MAI.Close 4,AGRI.Close 5,FOOD.Close 6,FASHION.Close 7,HOME.Close 8,PERSON.Close 9,BANK.Close 10,FIN.Close 11,INSUR.Close 12,AUTO.Close 13,IMM.Close 14,PAPER.Close 15,PETRO.Close 16,PKG.Close 17,STEEL.Close 18,CONMAT.Close 19,CONS.Close 20,PFNREIT.Close 21,PROP.Close 22,ENERG.Close 23,MINE.Close 24,COMM.Close 25,HELTH.Close 26,MEDIA.Close 27,PROF.Close 28,TOURISM.Close 29,TRANS.Close 30,ETRON.Close 31,ICT.Close 32
08-Jan-2016,1244.18,777.88,1747.08,505.73,159.75,9932.60,690.72,42.19,486.44,410.73,2282.41,16076.98,414.32,63.95,911.45,700.55,3150.49,32.90,12035.52,130.51,166.97,249.97,13946.19,9.55,26452.47,5263.12,60.29,198.76,605.42,238.07,1787.24,133.08
11-Jan-2016,1234.50,769.81,1730.99,498.17,158.62,9915.28,692.31,42.12,485.85,406.42,2247.83,15932.79,414.28,64.35,900.20,681.58,3176.86,32.42,11920.01,129.49,167.55,246.28,13825.10,9.47,26360.84,5228.76,59.07,201.80,594.54,236.52,1772.76,133.35
12-Jan-2016,1255.30,786.13,1766.41,502.76,160.51,10181.44,694.47,42.28,474.74,420.49,2273.74,15930.93,416.27,65.88,922.71,693.59,3188.09,32.85,11895.11,129.92,168.21,248.54,13925.35,9.39,26762.53,5324.12,59.39,200.92,598.23,243.38,1833.73,136.44
13-Jan-2016,1278.61,803.90,1805.03,504.50,160.58,10296.38,697.78,42.59,475.74,437.77,2320.94,16197.51,418.58,66.74,928.33,737.59,3193.37,33.33,11998.61,130.74,168.38,249.95,14398.00,9.47,26826.79,5361.05,60.16,206.75,593.63,244.71,1841.68,138.68
14-Jan-2016,1263.29,789.91,1776.88,503.54,162.01,10201.49,698.54,42.53,473.81,428.21,2306.24,15918.51,419.44,66.78,922.71,724.56,3196.20,33.18,11991.07,130.30,168.16,249.56,14070.39,9.31,26481.30,5335.95,59.99,204.72,594.38,243.93,1829.13,136.09
15-Jan-2016,1245.85,773.46,1742.13,501.08,159.90,10041.78,697.95,42.15,467.49,415.30,2301.37,15848.28,416.94,65.74,911.45,691.83,3186.79,33.14,11863.49,127.37,167.38,244.96,13630.57,9.14,26984.97,5317.84,59.31,218.19,585.04,244.06,1818.57,135.52
18-Jan-2016,1245.05,771.71,1738.22,504.79,161.53,10074.75,697.32,42.12,471.74,416.46,2345.03,15778.61,418.20,65.73,917.08,688.73,3192.64,33.16,11734.32,127.63,167.16,245.00,13398.95,9.06,27295.26,5304.04,58.50,232.93,580.87,245.64,1816.25,136.45
19-Jan-2016,1266.01,790.51,1776.14,506.67,165.43,10229.50,701.80,42.57,473.35,427.41,2340.62,15831.20,417.45,67.26,922.71,714.01,3195.72,33.30,11928.03,128.07,167.42,248.63,13768.15,8.97,27421.69,5285.89,59.31,232.16,588.53,244.53,1839.80,142.26
20-Jan-2016,1248.98,775.54,1744.30,502.41,165.55,10080.51,699.63,42.20,471.36,424.61,2306.59,15767.30,417.81,66.44,905.83,703.61,3181.49,32.86,11742.13,124.38,166.97,245.65,13346.70,8.81,27060.52,5194.00,58.06,228.98,585.17,240.33,1827.38,142.79
21-Jan-2016,1245.61,775.07,1740.99,503.79,164.04,10023.07,697.98,41.78,467.28,424.22,2263.82,15564.25,417.84,66.72,905.83,707.40,3172.28,33.24,11637.68,124.44,167.30,243.09,13412.17,8.72,26543.32,5185.51,58.09,237.86,584.22,243.14,1826.17,142.42
22-Jan-2016,1268.03,793.57,1779.32,509.70,164.97,10192.28,701.31,42.53,473.98,433.14,2292.07,15647.56,419.49,67.97,905.83,729.20,3197.84,33.51,11828.12,125.81,167.35,245.22,14037.75,8.56,26892.82,5271.17,58.30,239.15,591.09,243.23,1849.02,144.08
25-Jan-2016,1267.70,794.17,1779.56,504.63,165.08,10161.56,697.46,42.35,472.23,430.38,2301.26,15541.70,417.28,67.59,900.20,733.64,3191.13,33.78,11952.10,125.94,167.43,246.11,14160.34,8.47,27127.90,5298.14,58.49,240.92,584.25,241.17,1848.39,141.24
26-Jan-2016,1268.07,794.42,1779.84,503.70,166.43,10179.13,701.36,42.46,478.76,429.58,2296.71,15420.65,414.38,67.79,900.20,729.67,3214.84,33.66,11998.66,125.45,167.91,246.66,14099.38,8.47,26918.30,5300.13,58.00,240.16,585.74,243.25,1851.00,142.87
27-Jan-2016,1278.29,802.65,1797.27,506.35,167.42,10286.03,711.48,42.74,479.39,437.86,2304.68,15514.77,419.23,68.30,911.45,736.20,3215.53,34.00,12235.62,126.29,168.09,247.91,14236.61,8.64,26925.97,5287.34,58.16,249.58,584.82,245.72,1873.87,142.36
28-Jan-2016,1288.40,813.29,1816.76,503.59,168.23,10300.24,714.19,42.81,478.56,444.13,2320.85,15372.61,418.62,68.25,917.08,749.45,3269.31,34.09,12067.33,124.80,168.71,248.60,14651.39,8.64,26685.39,5311.05,57.90,249.70,572.50,250.38,1869.82,143.60
29-Jan-2016,1300.98,826.21,1841.76,508.77,169.19,10392.96,715.31,42.67,477.56,450.54,2338.90,15462.88,417.74,68.99,922.71,770.06,3301.39,33.88,12112.10,124.87,169.04,248.21,14715.79,8.72,26676.63,5287.26,58.27,254.41,579.09,252.89,1858.96,150.34
01-Feb-2016,1297.34,821.82,1834.26,504.59,168.29,10273.53,715.35,42.75,475.63,449.96,2335.13,15602.74,412.73,68.62,911.45,750.86,3317.70,33.53,12029.96,125.52,169.23,248.08,14797.26,9.14,26604.50,5329.01,59.23,252.62,572.82,250.84,1836.73,148.59
02-Feb-2016,1285.30,810.85,1812.13,502.29,168.01,10355.06,712.03,42.59,474.87,442.57,2340.45,15513.78,416.48,68.43,905.83,721.48,3304.56,34.06,11702.02,124.75,169.68,245.72,14448.04,9.14,26812.35,5327.67,59.02,248.55,577.61,250.04,1832.70,148.14
03-Feb-2016,1291.77,816.62,1823.80,505.31,171.21,10429.71,715.21,42.67,475.63,442.11,2344.68,15403.05,417.63,68.45,905.83,741.51,3313.22,34.37,11899.72,124.51,170.55,246.95,14621.29,9.14,26708.55,5330.37,59.07,243.98,581.19,248.78,1834.08,149.70
04-Feb-2016,1297.11,821.30,1832.91,507.52,171.00,10514.90,713.99,42.81,476.45,447.51,2356.09,15509.14,418.03,68.78,911.45,760.16,3362.52,34.61,11927.66,125.33,171.22,247.08,14748.08,9.55,26854.35,5309.80,60.33,253.64,590.18,250.20,1843.69,146.05
05-Feb-2016,1306.29,828.28,1848.41,507.81,170.62,10587.55,713.63,42.91,488.06,453.71,2370.28,15430.19,418.72,68.76,911.45,759.61,3384.62,34.65,12016.59,129.26,171.23,248.40,14937.28,9.89,27065.61,5333.75,60.73,256.55,587.35,251.16,1849.37,145.70
08-Feb-2016,1307.57,825.48,1844.35,510.29,172.35,10533.44,714.64,43.12,494.90,455.25,2367.27,15381.39,419.83,69.94,950.84,762.32,3428.03,35.77,12033.52,129.50,171.69,248.73,14872.66,9.89,27342.60,5333.52,60.85,269.47,587.22,250.90,1867.87,145.32
09-Feb-2016,1303.96,821.52,1836.34,511.02,170.83,10534.69,710.50,43.03,496.16,449.89,2365.69,15250.19,421.42,71.03,939.59,752.87,3470.00,35.19,12094.48,129.07,171.74,249.53,14910.16,10.30,27306.89,5300.22,60.40,269.72,586.77,249.66,1855.47,145.05
10-Feb-2016,1304.74,822.04,1837.64,511.82,172.35,10566.71,710.73,43.43,499.40,450.86,2369.78,15312.19,426.03,71.01,956.46,759.90,3474.49,35.63,12082.20,129.48,172.28,248.91,14781.96,10.30,27303.99,5292.76,60.82,278.34,584.00,249.29,1850.33,146.69
11-Feb-2016,1280.74,804.55,1801.03,504.04,168.60,10368.85,709.36,42.53,488.37,443.15,2343.30,14924.44,419.99,69.23,933.96,729.13,3385.80,34.52,11895.55,126.82,172.46,245.46,14331.83,10.14,26820.24,5206.28,59.38,263.50,568.52,247.41,1816.29,144.77
12-Feb-2016,1276.49,804.38,1797.29,500.77,167.16,10339.67,706.01,42.06,486.12,439.98,2322.16,14820.29,417.51,68.66,928.33,743.01,3324.37,34.24,11862.29,125.50,171.81,244.28,14413.83,10.05,26620.61,5165.88,59.07,266.54,571.53,245.56,1801.77,144.21
15-Feb-2016,1288.40,812.74,1815.92,500.96,168.36,10434.82,717.58,42.07,488.24,446.29,2347.79,14684.12,420.00,68.45,933.96,756.37,3331.89,34.39,11795.01,125.50,172.37,245.66,14661.77,9.97,27037.43,5189.09,59.90,275.80,560.76,247.51,1808.27,145.16
16-Feb-2016,1289.36,814.10,1818.25,496.62,168.75,10412.74,720.26,41.69,491.23,446.60,2366.26,14778.16,419.81,67.49,956.46,764.66,3362.27,34.01,11754.37,123.88,172.18,245.24,14828.92,10.05,26933.98,5129.10,59.01,264.24,549.06,252.53,1782.08,143.89
17-Feb-2016,1288.47,814.71,1817.60,495.21,167.08,10242.43,718.51,41.65,495.93,444.22,2337.75,14638.50,417.09,67.38,939.59,765.71,3337.53,33.79,11710.42,120.51,173.05,242.74,15049.01,10.05,27016.90,5078.77,58.04,274.25,550.17,258.80,1776.16,142.78
18-Feb-2016,1294.59,822.03,1831.68,491.92,168.65,10291.35,717.80,41.04,495.11,449.09,2332.73,14408.80,418.20,67.76,939.59,766.34,3346.71,33.71,11854.10,117.91,173.56,240.39,15266.10,10.22,26864.23,5102.31,57.05,270.71,555.49,259.38,1804.69,144.27
19-Feb-2016,1320.19,844.43,1876.96,498.21,167.06,10444.42,717.55,41.08,497.78,459.98,2322.13,14499.92,414.78,67.94,939.59,797.70,3371.44,34.09,12243.15,120.97,173.18,243.68,15717.14,10.30,27546.71,5207.18,58.13,274.13,570.46,260.45,1819.81,146.57
22-Feb-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Feb-2016,1325.79,848.50,1886.25,499.79,169.46,10397.43,714.91,41.33,506.88,464.86,2320.63,14382.50,415.04,67.69,933.96,803.27,3355.94,34.21,12290.51,119.22,173.85,245.59,15782.41,10.39,27535.16,5183.02,58.48,269.94,576.53,263.30,1824.20,147.49
24-Feb-2016,1331.93,851.36,1894.10,501.82,170.97,10531.54,718.52,41.28,506.52,472.58,2331.09,14464.18,415.48,68.26,933.96,799.59,3388.98,34.29,12318.14,120.95,173.73,246.10,15610.11,10.30,27501.27,5226.30,58.58,282.27,574.17,267.37,1835.60,148.68
25-Feb-2016,1333.42,851.17,1894.52,500.79,176.11,10533.85,715.54,41.50,533.75,471.59,2343.77,14541.15,416.50,68.68,950.84,784.15,3396.67,34.45,12415.22,121.96,173.96,246.12,15689.17,10.05,27911.83,5250.61,58.71,276.93,580.72,261.26,1859.69,148.91
